transaction_amount,transaction_amount_bin,avg_amount_deviation_sigma,merchant_category,merchant_risk_score,merchant_category_vs_history,geo_velocity_kmh,geo_velocity_bin,geo_distance_km,geo_distance_bin,merchant_location,country_consistency,ip_address_type,device_fingerprint_match,session_duration_sec,session_duration_bin,network_carrier_type,cards_on_device_30d,cvv_match_status,three_ds_auth_result,tokenization_used,failed_attempts_before_success,transaction_velocity_1h,time_of_transaction,account_credential_change_recency,card_present_cnp,order_shipping_speed,account_age_days,chargeback_history_count,customer_id,transaction_id,segment,customer_type,is_fraud
561.98,high,10.0,electronics,high_risk,no_history,3.2,normal,39.9,same_location,neighboring_country,new_country,vpn,spoofed,9.4,very_fast,mobile_data,9,cvv2_mismatch,frictionless_pass,raw_pan_online,6,burst_pattern,late_night_0_5,not_applicable,cnp_online,expedited,0,0,GUEST_56_226668,TXN_56_0226668,D_guest,global,1
61.08,medium,5.49,luxury,very_high_risk,never_before_category,848.4,impossible,7811.4,long,foreign_far,high_risk_country,vpn,emulator,33.7,normal,datacenter_hosting,11,cvv2_mismatch,not_enrolled,raw_pan_online,2,5x_baseline,late_night_0_5,changed_7_30d_ago,cnp_online,same_day,39,2,CUST_C_0178025,TXN_46_0174045,C_new,customer_based,1
404.73,medium,1.69,healthcare,low_risk,frequent_category,1.7,normal,14.7,same_location,home_city,same_country,tor,known_device,339.7,slow,mobile_data,2,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,evening_18_24,no_recent_change,card_present_chip,in_store_pickup,191,0,CUST_B_0091255,TXN_34_0095711,B_regular,customer_based,0
9.63,low,0.3,healthcare,low_risk,occasional_category,0.6,normal,25.7,same_location,home_city,same_country,residential,known_device,1002.5,slow,wifi,2,cvv2_match,not_enrolled,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,card_present_chip,overnight,638,0,CUST_B_0100872,TXN_37_0227397,B_regular,customer_based,0
132.5,medium,0.03,retail,medium_risk,rare_category,2.9,normal,45.4,same_location,same_country,same_country,residential,known_device,97.2,normal,wifi,2,cvv2_match,challenge_pass,issuer_token,1,within_normal,evening_18_24,no_recent_change,card_present_swipe,standard,103,0,CUST_C_0047166,TXN_46_0181358,C_new,customer_based,0
615.2,high,0.09,utility,low_risk,frequent_category,43.7,normal,2.7,same_location,home_city,frequent_travel_country,residential,known_device,32.4,normal,wifi,1,cvv2_match,challenge_pass,issuer_token,0,within_normal,afternoon_12_18,no_recent_change,cnp_online,overnight,1050,1,CUST_A_0006476,TXN_6_0032594,A_established,customer_based,0
108.26,medium,1.19,retail,medium_risk,frequent_category,2.9,normal,26.7,same_location,foreign_far,same_country,residential,new_device,40.7,normal,mobile_data,1,cvv2_match,challenge_fail,issuer_token,0,within_normal,late_night_0_5,changed_7_30d_ago,cnp_online,standard,2267,0,CUST_A_0083378,TXN_6_0091879,A_established,customer_based,0
793.92,high,0.1,grocery,low_risk,frequent_category,2.2,normal,0.5,same_location,home_city,same_country,residential,known_device,40.2,normal,wifi,1,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,late_night_0_5,no_recent_change,card_present_chip,expedited,166,0,CUST_C_0003328,TXN_47_0188570,C_new,customer_based,0
8.94,low,0.35,luxury,very_high_risk,no_history,206.3,fast,90.1,short,same_country,high_risk_country,tor,spoofed,3.9,bot_speed,datacenter_hosting,13,not_provided,bypassed,raw_pan_online,2,burst_pattern,late_night_0_5,not_applicable,cnp_online,overnight,0,0,GUEST_55_77335,TXN_55_0077335,D_guest,global,1
20.41,low,0.56,retail,medium_risk,rare_category,39.0,normal,18.3,same_location,home_city,frequent_travel_country,vpn,known_device,50.1,normal,datacenter_hosting,2,cvv2_match,frictionless_pass,raw_pan_online,0,2x_baseline,afternoon_12_18,no_recent_change,contactless,standard,3331,0,CUST_A_0096916,TXN_7_0082032,A_established,customer_based,0
8.36,low,0.85,retail,medium_risk,rare_category,12.3,normal,0.7,same_location,same_country,same_country,corporate,new_device,45.0,normal,wifi,1,cvv2_match,frictionless_pass,network_token_wallet,0,within_normal,late_night_0_5,no_recent_change,card_present_chip,overnight,2663,0,CUST_A_0062198,TXN_21_0037983,A_established,customer_based,0
111.11,medium,0.91,luxury,very_high_risk,frequent_category,3.6,normal,4.1,same_location,same_country,same_country,residential,known_device,157.5,normal,mobile_data,2,cvv2_match,bypassed,network_token_wallet,1,within_normal,afternoon_12_18,changed_7_30d_ago,contactless,standard,1528,0,CUST_A_0002154,TXN_21_0163523,A_established,customer_based,0
85.06,medium,0.16,retail,medium_risk,rare_category,3.5,normal,1.8,same_location,neighboring_country,same_country,residential,known_device,154.8,normal,mobile_data,1,cvv2_mismatch,bypassed,raw_pan_manual_entry,0,within_normal,morning_6_12,no_recent_change,card_present_swipe,expedited,276,0,CUST_B_0062149,TXN_27_0243260,B_regular,customer_based,0
50.0,low,5.77,crypto_giftcard,very_high_risk,no_history,2192.1,impossible,3489.3,long,foreign_far,high_risk_country,residential,spoofed,98.4,normal,wifi,5,cvv2_mismatch,challenge_pass,raw_pan_manual_entry,3,burst_pattern,late_night_0_5,not_applicable,cnp_online,expedited,0,0,GUEST_54_56304,TXN_54_0056304,D_guest,global,1
22.14,low,0.54,retail,medium_risk,frequent_category,4.7,normal,0.9,same_location,home_city,same_country,residential,unknown_device,212.5,slow,corporate_vpn,2,icvv_match,frictionless_pass,raw_pan_online,0,within_normal,morning_6_12,no_recent_change,contactless,overnight,142,0,CUST_C_0039109,TXN_44_0216376,C_new,customer_based,0
197.69,medium,1.13,electronics,high_risk,frequent_category,4.9,normal,25.8,same_location,home_city,same_country,vpn,known_device,75.2,normal,wifi,2,cvv2_match,frictionless_pass,emv_chip_token,0,2x_baseline,evening_18_24,no_recent_change,contactless,expedited,832,1,CUST_A_0003769,TXN_8_0242798,A_established,customer_based,0
206.7,medium,0.55,restaurant,medium_risk,rare_category,3.7,normal,2.7,same_location,home_city,same_country,residential,new_device,124.3,normal,wifi,1,icvv_match,frictionless_pass,raw_pan_manual_entry,0,within_normal,morning_6_12,changed_1_7d_ago,card_present_swipe,standard,2192,0,CUST_A_0052127,TXN_0_0137058,A_established,customer_based,0
238.81,medium,2.07,healthcare,low_risk,frequent_category,3.2,normal,2.4,same_location,same_country,new_country,residential,known_device,555.5,slow,wifi,2,cvv2_match,frictionless_pass,network_token_wallet,0,within_normal,late_night_0_5,no_recent_change,card_present_chip,overnight,2046,0,CUST_A_0001210,TXN_2_0079192,A_established,customer_based,0
48.77,low,0.88,restaurant,medium_risk,frequent_category,6.3,normal,1.5,same_location,home_city,same_country,residential,known_device,60.7,normal,wifi,1,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,morning_6_12,changed_7_30d_ago,cnp_online,same_day,2803,0,CUST_A_0094683,TXN_2_0169444,A_established,customer_based,0
142.44,medium,10.0,luxury,very_high_risk,frequent_category,47.0,normal,130.8,short,foreign_far,frequent_travel_country,proxy,emulator,39.8,normal,datacenter_hosting,9,not_provided,challenge_fail,raw_pan_online,4,burst_pattern,afternoon_12_18,no_recent_change,cnp_online,standard,201,0,CUST_B_0098356,TXN_38_0202990,B_regular,customer_based,1
468.8,medium,10.0,electronics,high_risk,never_before_category,2500.0,impossible,2550.8,long,neighboring_country,new_country,tor,unknown_device,12.7,very_fast,datacenter_hosting,8,cvv2_mismatch,bypassed,raw_pan_online,0,within_normal,evening_18_24,changed_within_24h,cnp_online,overnight,95,0,CUST_C_0076531,TXN_46_0183131,C_new,customer_based,1
33.03,low,0.41,crypto_giftcard,very_high_risk,no_history,0.9,normal,13.8,same_location,same_country,same_country,corporate,known_device,312.0,slow,mobile_data,1,cvv2_match,challenge_pass,raw_pan_online,0,within_normal,evening_18_24,not_applicable,card_present_chip,expedited,0,0,GUEST_57_44376,TXN_57_0044376,D_guest,global,0
49.22,low,0.18,retail,medium_risk,frequent_category,4.9,normal,1.6,same_location,home_city,frequent_travel_country,datacenter,known_device,359.3,slow,wifi,2,cvv2_match,frictionless_pass,network_token_wallet,3,within_normal,morning_6_12,no_recent_change,card_present_chip,same_day,1085,0,CUST_A_0013820,TXN_20_0017695,A_established,customer_based,0
4.6,low,1.96,luxury,very_high_risk,never_before_category,316.3,fast,7.0,same_location,foreign_far,new_country,tor,spoofed,5.0,bot_speed,mobile_data,8,cvv2_mismatch,not_enrolled,raw_pan_online,2,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,same_day,755,0,CUST_A_0072519,TXN_13_0191249,A_established,customer_based,1
315.05,medium,10.0,electronics,high_risk,never_before_category,1795.0,impossible,5596.7,long,foreign_far,new_country,corporate,known_device,60.3,normal,datacenter_hosting,1,not_provided,challenge_fail,raw_pan_manual_entry,10,2x_baseline,evening_18_24,changed_within_24h,cnp_moto,overnight,1321,0,CUST_A_0053075,TXN_21_0126238,A_established,customer_based,1
1733.75,high,10.0,luxury,very_high_risk,never_before_category,1163.1,impossible,3364.0,long,foreign_far,new_country,proxy,emulator,3.5,bot_speed,mobile_data,9,cvv2_mismatch,not_enrolled,raw_pan_online,10,burst_pattern,late_night_0_5,changed_within_24h,cnp_moto,overnight,665,0,CUST_B_0013873,TXN_30_0133403,B_regular,customer_based,1
287.15,medium,1.36,luxury,very_high_risk,rare_category,0.8,normal,2.8,same_location,home_city,frequent_travel_country,residential,known_device,91.9,normal,mobile_data,1,cvv2_match,not_enrolled,issuer_token,0,within_normal,afternoon_12_18,no_recent_change,contactless,standard,386,0,CUST_B_0113137,TXN_24_0036781,B_regular,customer_based,0
12.54,low,0.12,luxury,very_high_risk,no_history,16.5,normal,2.3,same_location,home_city,same_country,residential,unknown_device,56.0,normal,wifi,2,cvv2_match,frictionless_pass,network_token_wallet,0,2x_baseline,morning_6_12,not_applicable,card_present_chip,expedited,0,0,GUEST_54_92763,TXN_54_0092763,D_guest,global,0
585.46,high,0.87,restaurant,medium_risk,no_history,2.0,normal,25.4,same_location,foreign_far,same_country,corporate,known_device,158.2,normal,wifi,1,icvv_match,bypassed,issuer_token,1,within_normal,evening_18_24,not_applicable,manual_entry,same_day,0,0,GUEST_57_21424,TXN_57_0021424,D_guest,global,0
369.51,medium,2.98,retail,medium_risk,frequent_category,14.3,normal,2.9,same_location,home_city,same_country,residential,known_device,102.7,normal,wifi,2,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,afternoon_12_18,no_recent_change,card_present_chip,overnight,287,0,CUST_B_0031860,TXN_41_0204649,B_regular,customer_based,0
344.98,medium,6.39,luxury,very_high_risk,never_before_category,196.4,fast,73.0,short,neighboring_country,new_country,datacenter,new_device,5.0,bot_speed,datacenter_hosting,12,cvv2_mismatch,bypassed,raw_pan_online,0,burst_pattern,evening_18_24,changed_1_7d_ago,cnp_online,overnight,931,0,CUST_A_0008054,TXN_3_0175234,A_established,customer_based,1
120.01,medium,0.42,grocery,low_risk,frequent_category,0.6,normal,1.6,same_location,home_city,same_country,residential,known_device,217.4,slow,wifi,3,icvv_match,challenge_pass,raw_pan_online,1,within_normal,morning_6_12,no_recent_change,contactless,standard,2157,0,CUST_A_0054605,TXN_9_0162020,A_established,customer_based,0
10.46,low,0.27,restaurant,medium_risk,rare_category,1.8,normal,7.3,same_location,same_country,same_country,residential,new_device,277.8,slow,wifi,1,cvv2_match,challenge_pass,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,manual_entry,expedited,300,0,CUST_B_0051056,TXN_25_0234740,B_regular,customer_based,0
1015.78,high,10.0,luxury,very_high_risk,no_history,2418.3,impossible,7712.0,long,neighboring_country,high_risk_country,corporate,unknown_device,8.4,very_fast,datacenter_hosting,2,not_provided,frictionless_pass,raw_pan_online,3,burst_pattern,late_night_0_5,not_applicable,cnp_online,standard,0,0,GUEST_58_210719,TXN_58_0210719,D_guest,global,1
74.13,medium,0.07,crypto_giftcard,very_high_risk,no_history,2.5,normal,0.1,same_location,home_city,same_country,residential,known_device,187.6,slow,datacenter_hosting,2,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,evening_18_24,not_applicable,card_present_swipe,overnight,0,0,GUEST_58_177950,TXN_58_0177950,D_guest,global,0
121.62,medium,0.6,grocery,low_risk,frequent_category,3.2,normal,0.4,same_location,home_city,same_country,residential,known_device,152.8,normal,wifi,3,cvv2_match,frictionless_pass,issuer_token,0,within_normal,evening_18_24,no_recent_change,contactless,standard,278,0,CUST_B_0143418,TXN_36_0216884,B_regular,customer_based,0
174.68,medium,1.0,retail,medium_risk,rare_category,13.9,normal,2.3,same_location,foreign_far,new_country,residential,known_device,146.4,normal,wifi,1,cvv2_match,challenge_pass,network_token_wallet,5,within_normal,morning_6_12,no_recent_change,contactless,same_day,215,0,CUST_B_0148770,TXN_40_0044023,B_regular,customer_based,0
2850.4,very_high,0.46,crypto_giftcard,very_high_risk,no_history,3.2,normal,0.9,same_location,same_country,frequent_travel_country,residential,known_device,159.5,normal,mobile_data,1,cvv2_match,bypassed,network_token_wallet,2,within_normal,evening_18_24,not_applicable,card_present_chip,overnight,0,0,GUEST_57_103775,TXN_57_0103775,D_guest,global,0
7.36,low,1.82,electronics,high_risk,occasional_category,41.0,normal,60.7,short,foreign_far,high_risk_country,proxy,new_device,54.6,normal,wifi,13,not_provided,bypassed,raw_pan_manual_entry,0,5x_baseline,evening_18_24,changed_within_24h,cnp_online,overnight,3085,0,CUST_A_0009203,TXN_8_0169919,A_established,customer_based,1
86.54,medium,7.73,retail,medium_risk,rare_category,1238.0,impossible,954.3,long,foreign_far,high_risk_country,tor,emulator,4.7,bot_speed,datacenter_hosting,11,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,0,burst_pattern,evening_18_24,changed_within_24h,cnp_online,same_day,409,0,CUST_B_0013048,TXN_32_0143187,B_regular,customer_based,1
902.32,high,10.0,electronics,high_risk,no_history,294.3,fast,36.8,same_location,foreign_far,frequent_travel_country,tor,spoofed,3.6,bot_speed,datacenter_hosting,11,not_provided,challenge_fail,raw_pan_online,3,5x_baseline,afternoon_12_18,not_applicable,cnp_moto,overnight,0,0,GUEST_58_9112,TXN_58_0009112,D_guest,global,1
30.65,low,0.91,utility,low_risk,frequent_category,0.5,normal,0.7,same_location,home_city,new_country,vpn,known_device,369.5,slow,wifi,2,not_provided,challenge_pass,raw_pan_online,1,within_normal,evening_18_24,changed_7_30d_ago,cnp_online,standard,2837,0,CUST_A_0016959,TXN_3_0022650,A_established,customer_based,0
606.82,high,10.0,luxury,very_high_risk,never_before_category,79.7,fast,89.2,short,neighboring_country,high_risk_country,datacenter,emulator,4.0,bot_speed,corporate_vpn,9,not_provided,bypassed,raw_pan_online,2,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,same_day,752,0,CUST_A_0074298,TXN_1_0119581,A_established,customer_based,1
63.14,medium,0.17,utility,low_risk,frequent_category,1.6,normal,31.7,same_location,home_city,same_country,residential,known_device,439.0,slow,wifi,2,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,morning_6_12,no_recent_change,card_present_chip,expedited,221,0,CUST_B_0092852,TXN_36_0182156,B_regular,customer_based,0
1266.54,high,10.0,healthcare,low_risk,occasional_category,141.8,fast,65.0,short,same_country,high_risk_country,residential,new_device,37.0,normal,corporate_vpn,3,icvv_match,not_enrolled,raw_pan_online,6,burst_pattern,evening_18_24,changed_1_7d_ago,cnp_online,overnight,616,0,CUST_B_0133788,TXN_33_0167959,B_regular,customer_based,1
50.39,medium,1.33,travel,high_risk,frequent_category,3.3,normal,0.3,same_location,home_city,same_country,residential,known_device,54.6,normal,wifi,2,icvv_match,frictionless_pass,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,79,0,CUST_C_0135128,TXN_50_0227873,C_new,customer_based,0
208.54,medium,1.02,healthcare,low_risk,frequent_category,7.8,normal,11.1,same_location,home_city,frequent_travel_country,residential,known_device,92.6,normal,mobile_data,3,cvv2_match,challenge_pass,raw_pan_online,5,5x_baseline,late_night_0_5,no_recent_change,cnp_online,standard,469,0,CUST_B_0084214,TXN_27_0088079,B_regular,customer_based,1
79.79,medium,1.47,retail,medium_risk,rare_category,1.7,normal,2.0,same_location,same_country,same_country,residential,new_device,165.2,normal,mobile_data,3,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,evening_18_24,no_recent_change,card_present_chip,overnight,1762,0,CUST_A_0024791,TXN_11_0180049,A_established,customer_based,0
3071.19,very_high,8.07,retail,medium_risk,frequent_category,41.8,normal,82.6,short,same_country,high_risk_country,proxy,new_device,16.1,very_fast,wifi,13,cvv2_match,not_enrolled,issuer_token,1,burst_pattern,afternoon_12_18,changed_within_24h,cnp_online,same_day,2433,0,CUST_A_0060606,TXN_7_0187289,A_established,customer_based,1
12.14,low,0.91,utility,low_risk,frequent_category,25.7,normal,0.3,same_location,home_city,frequent_travel_country,residential,known_device,96.6,normal,corporate_vpn,2,icvv_match,not_enrolled,network_token_wallet,2,within_normal,afternoon_12_18,no_recent_change,cnp_online,standard,56,0,CUST_C_0071967,TXN_52_0149604,C_new,customer_based,0
397.24,medium,1.37,grocery,low_risk,frequent_category,27.6,normal,2.5,same_location,home_city,same_country,residential,known_device,122.5,normal,mobile_data,3,cvv2_match,challenge_pass,raw_pan_manual_entry,0,within_normal,afternoon_12_18,no_recent_change,card_present_chip,expedited,2164,0,CUST_A_0014462,TXN_3_0123346,A_established,customer_based,0
47.08,low,0.8,electronics,high_risk,frequent_category,4.1,normal,4.9,same_location,home_city,same_country,residential,known_device,63.4,normal,mobile_data,1,cvv2_match,not_enrolled,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,card_present_chip,expedited,195,0,CUST_B_0087079,TXN_24_0209188,B_regular,customer_based,0
36.53,low,0.86,restaurant,medium_risk,occasional_category,9.2,normal,2.1,same_location,same_country,same_country,residential,new_device,60.8,normal,corporate_vpn,1,cvv2_match,challenge_pass,emv_chip_token,1,within_normal,late_night_0_5,no_recent_change,card_present_chip,expedited,2900,0,CUST_A_0117311,TXN_16_0074929,A_established,customer_based,0
433.51,medium,10.0,crypto_giftcard,very_high_risk,no_history,78.6,fast,72.7,short,foreign_far,new_country,tor,new_device,51.1,normal,mobile_data,3,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,2,5x_baseline,late_night_0_5,not_applicable,cnp_online,standard,0,0,GUEST_55_216803,TXN_55_0216803,D_guest,global,1
105.71,medium,0.01,restaurant,medium_risk,no_history,2.1,normal,1.2,same_location,same_country,same_country,residential,new_device,24.8,very_fast,wifi,2,cvv2_match,frictionless_pass,network_token_wallet,0,within_normal,late_night_0_5,not_applicable,cnp_online,standard,0,0,GUEST_55_184413,TXN_55_0184413,D_guest,global,0
35.33,low,0.88,travel,high_risk,frequent_category,74.1,fast,1.5,same_location,home_city,same_country,residential,known_device,164.9,normal,wifi,2,cvv2_match,frictionless_pass,emv_chip_token,0,5x_baseline,afternoon_12_18,no_recent_change,card_present_swipe,standard,1437,0,CUST_A_0042330,TXN_16_0070862,A_established,customer_based,0
46.02,low,0.3,luxury,very_high_risk,frequent_category,2.8,normal,10.8,same_location,home_city,frequent_travel_country,corporate,known_device,113.2,normal,datacenter_hosting,1,cvv2_match,frictionless_pass,network_token_wallet,1,within_normal,afternoon_12_18,no_recent_change,card_present_chip,overnight,45,0,CUST_C_0111743,TXN_42_0020975,C_new,customer_based,0
3224.47,very_high,10.0,electronics,high_risk,frequent_category,77.6,fast,70.8,short,foreign_far,high_risk_country,proxy,emulator,2.3,bot_speed,wifi,8,cvv2_mismatch,challenge_fail,raw_pan_online,6,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,2602,0,CUST_A_0022400,TXN_1_0134674,A_established,customer_based,1
12.33,low,1.18,utility,low_risk,frequent_category,2.4,normal,68.7,short,neighboring_country,same_country,residential,known_device,146.6,normal,mobile_data,2,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,evening_18_24,no_recent_change,cnp_online,standard,574,2,CUST_B_0039263,TXN_28_0028621,B_regular,customer_based,0
229.5,medium,0.79,electronics,high_risk,occasional_category,32.3,normal,0.5,same_location,home_city,same_country,proxy,known_device,28.0,very_fast,corporate_vpn,2,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,morning_6_12,no_recent_change,card_present_swipe,expedited,59,0,CUST_C_0046917,TXN_52_0174546,C_new,customer_based,0
699.42,high,10.0,electronics,high_risk,never_before_category,2.2,normal,125.4,short,home_city,new_country,proxy,spoofed,2.2,bot_speed,corporate_vpn,9,cvv2_mismatch,bypassed,raw_pan_online,10,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,overnight,471,0,CUST_B_0140989,TXN_29_0042410,B_regular,customer_based,1
35.54,low,0.65,travel,high_risk,frequent_category,2.3,normal,1.5,same_location,neighboring_country,same_country,residential,new_device,211.1,slow,mobile_data,1,cvv2_match,frictionless_pass,network_token_wallet,0,within_normal,evening_18_24,no_recent_change,card_present_chip,expedited,652,0,CUST_B_0010019,TXN_41_0033166,B_regular,customer_based,0
9.97,low,2.1,luxury,very_high_risk,no_history,1127.2,impossible,809.5,long,neighboring_country,new_country,tor,spoofed,2.9,bot_speed,wifi,11,cvv2_mismatch,bypassed,raw_pan_online,0,2x_baseline,evening_18_24,not_applicable,contactless,expedited,0,0,GUEST_59_78132,TXN_59_0078132,D_guest,global,1
2547.59,very_high,10.0,retail,medium_risk,rare_category,95.3,fast,115.9,short,foreign_far,high_risk_country,proxy,emulator,0.3,bot_speed,wifi,15,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,4,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,in_store_pickup,3528,0,CUST_A_0119371,TXN_15_0196983,A_established,customer_based,1
4.2,low,1.89,luxury,very_high_risk,never_before_category,2147.4,impossible,3424.8,long,foreign_far,high_risk_country,proxy,unknown_device,98.6,normal,corporate_vpn,9,cvv2_mismatch,challenge_fail,raw_pan_online,10,2x_baseline,evening_18_24,changed_7_30d_ago,manual_entry,overnight,1484,0,CUST_A_0075262,TXN_16_0117508,A_established,customer_based,1
340.46,medium,1.38,travel,high_risk,rare_category,22.4,normal,6.6,same_location,home_city,same_country,vpn,spoofed,314.9,slow,wifi,3,icvv_match,bypassed,raw_pan_manual_entry,0,within_normal,morning_6_12,no_recent_change,card_present_swipe,expedited,694,0,CUST_B_0132786,TXN_38_0113984,B_regular,customer_based,0
426.28,medium,6.25,crypto_giftcard,very_high_risk,never_before_category,0.7,normal,122.3,short,same_country,new_country,proxy,emulator,76.9,normal,mobile_data,8,not_provided,not_enrolled,raw_pan_manual_entry,4,burst_pattern,evening_18_24,changed_1_7d_ago,cnp_online,same_day,819,0,CUST_A_0095707,TXN_8_0053800,A_established,customer_based,1
35.12,low,1.22,grocery,low_risk,rare_category,3.0,normal,1.4,same_location,home_city,same_country,corporate,known_device,159.0,normal,mobile_data,2,not_provided,challenge_fail,issuer_token,0,within_normal,evening_18_24,changed_7_30d_ago,manual_entry,standard,456,0,CUST_B_0104641,TXN_39_0130740,B_regular,customer_based,0
1707.8,high,10.0,luxury,very_high_risk,no_history,33.2,normal,64.0,short,same_country,high_risk_country,tor,emulator,1.8,bot_speed,mobile_data,1,not_provided,not_enrolled,raw_pan_manual_entry,0,5x_baseline,late_night_0_5,not_applicable,cnp_online,expedited,0,0,GUEST_58_140034,TXN_58_0140034,D_guest,global,1
22.91,low,0.32,travel,high_risk,frequent_category,1.2,normal,1.2,same_location,home_city,same_country,corporate,known_device,49.2,normal,wifi,2,icvv_match,frictionless_pass,issuer_token,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,631,1,CUST_B_0124274,TXN_25_0208511,B_regular,customer_based,0
67.72,medium,0.05,crypto_giftcard,very_high_risk,no_history,6.1,normal,2.4,same_location,same_country,high_risk_country,corporate,known_device,125.0,normal,mobile_data,1,icvv_match,challenge_pass,network_token_wallet,0,within_normal,afternoon_12_18,not_applicable,card_present_chip,standard,0,0,GUEST_55_190727,TXN_55_0190727,D_guest,global,0
182.24,medium,9.68,electronics,high_risk,never_before_category,13.5,normal,6.5,same_location,home_city,new_country,tor,emulator,4.8,bot_speed,datacenter_hosting,2,not_provided,bypassed,raw_pan_manual_entry,4,5x_baseline,evening_18_24,changed_7_30d_ago,contactless,same_day,397,0,CUST_B_0147691,TXN_37_0007133,B_regular,customer_based,1
268.76,medium,10.0,electronics,high_risk,never_before_category,152.4,fast,27.5,same_location,neighboring_country,same_country,vpn,spoofed,7.8,very_fast,corporate_vpn,11,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,3,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,in_store_pickup,363,0,CUST_B_0052164,TXN_34_0244803,B_regular,customer_based,1
2.53,low,1.88,crypto_giftcard,very_high_risk,no_history,194.6,fast,101.8,short,home_city,frequent_travel_country,tor,unknown_device,64.6,normal,datacenter_hosting,1,cvv2_mismatch,not_enrolled,raw_pan_online,6,5x_baseline,evening_18_24,not_applicable,cnp_online,standard,0,0,GUEST_56_49215,TXN_56_0049215,D_guest,global,1
14.34,low,0.39,utility,low_risk,no_history,2.3,normal,21.2,same_location,home_city,same_country,corporate,known_device,53.9,normal,mobile_data,1,cvv2_match,not_enrolled,emv_chip_token,0,within_normal,evening_18_24,not_applicable,card_present_chip,standard,0,0,GUEST_57_139175,TXN_57_0139175,D_guest,global,0
4.5,low,0.94,grocery,low_risk,no_history,4.8,normal,19.7,same_location,foreign_far,same_country,residential,new_device,296.8,slow,wifi,2,cvv2_match,frictionless_pass,raw_pan_online,0,2x_baseline,afternoon_12_18,not_applicable,contactless,standard,0,0,GUEST_54_180313,TXN_54_0180313,D_guest,global,0
214.47,medium,10.0,luxury,very_high_risk,no_history,33.3,normal,54.2,short,neighboring_country,new_country,corporate,new_device,47.9,normal,wifi,12,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,6,5x_baseline,late_night_0_5,not_applicable,cnp_online,standard,0,0,GUEST_57_239152,TXN_57_0239152,D_guest,global,1
61.38,medium,0.25,retail,medium_risk,frequent_category,1.1,normal,0.5,same_location,home_city,same_country,residential,known_device,72.3,normal,mobile_data,1,cvv2_match,frictionless_pass,raw_pan_online,0,burst_pattern,morning_6_12,no_recent_change,cnp_online,standard,578,1,CUST_B_0023826,TXN_39_0151665,B_regular,customer_based,0
8.89,low,1.15,electronics,high_risk,frequent_category,1.6,normal,38.0,same_location,same_country,same_country,residential,known_device,134.9,normal,wifi,1,cvv2_match,challenge_pass,emv_chip_token,0,within_normal,evening_18_24,no_recent_change,card_present_chip,expedited,277,0,CUST_B_0139533,TXN_37_0162310,B_regular,customer_based,0
133.15,medium,0.9,restaurant,medium_risk,frequent_category,1.8,normal,6.5,same_location,same_country,same_country,residential,new_device,279.5,slow,datacenter_hosting,1,cvv2_match,frictionless_pass,raw_pan_online,0,5x_baseline,morning_6_12,no_recent_change,card_present_chip,standard,555,0,CUST_B_0131984,TXN_37_0171562,B_regular,customer_based,0
58.83,medium,0.08,utility,low_risk,frequent_category,3.7,normal,13.9,same_location,home_city,same_country,residential,new_device,192.1,slow,mobile_data,1,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,morning_6_12,changed_7_30d_ago,card_present_chip,in_store_pickup,2661,0,CUST_A_0051031,TXN_17_0224967,A_established,customer_based,0
217.21,medium,0.28,grocery,low_risk,frequent_category,4.3,normal,10.9,same_location,same_country,same_country,residential,known_device,146.1,normal,wifi,2,cvv2_match,frictionless_pass,issuer_token,0,within_normal,morning_6_12,no_recent_change,card_present_chip,standard,73,0,CUST_C_0102245,TXN_47_0187766,C_new,customer_based,0
104.22,medium,1.59,electronics,high_risk,frequent_category,63.7,fast,30.3,same_location,home_city,same_country,residential,known_device,55.5,normal,datacenter_hosting,1,cvv2_match,frictionless_pass,raw_pan_online,1,within_normal,afternoon_12_18,no_recent_change,contactless,standard,2668,0,CUST_A_0095949,TXN_18_0184225,A_established,customer_based,0
